year,token,z,z_N,N,r
2012,inhumant,0,3,6,0.188125
1961,integrera,0,3,6,0.188125
2001,invandrande,0,3,6,0.188125
2013,invandrarfamiljer,0,3,6,0.188125
1996,invandrarflickor,0,3,6,0.188125
2005,invandrargäng,0,3,6,0.188125
1972,invandrarkvinnorna,0,3,6,0.188125
1994,invandrarkvinnorna,0,3,6,0.188125
2008,invandrarkvinnorna,0,3,6,0.188125
1988,invandrarlag,0,3,6,0.188125
1989,invandrarlag,0,3,6,0.188125
1973,invandrarungdomar,0,3,6,0.188125
2015,iro,0,3,6,0.188125
2004,jessenpetersen,0,3,6,0.188125
1963,kommissariatet,0,3,6,0.188125
1996,kvotsystem,0,3,6,0.188125
2001,kvotsystem,0,3,6,0.188125
2005,kvotsystemet,0,3,6,0.188125
1996,lasermannens,0,3,6,0.188125
2005,leif_blomberg,0,3,6,0.188125
2014,maktmusik,0,3,6,0.188125
1989,massinvandringen,0,3,6,0.188125
1997,massutvandring,0,3,6,0.188125
1962,medborgarskapet,0,3,6,0.188125
1950,minoritetsgrupper,0,3,6,0.188125
1955,nima,0,3,6,0.188125
1992,nima,0,3,6,0.188125
2012,nura,0,3,6,0.188125
2001,nyamko_sabuni,0,3,6,0.188125
1969,nyanländ,0,3,6,0.188125
1990,nykomna,0,3,6,0.188125
1955,ogata,0,3,6,0.188125
1983,olika_etniska_grupper,0,3,6,0.188125
2009,olika_etniska_grupper,0,3,6,0.188125
1952,palmlund,0,3,6,0.188125
2004,passpolisen,0,3,6,0.188125
2009,rasfördomar,0,3,6,0.188125
1990,rashets,0,3,6,0.188125
1963,repatriering,0,3,6,0.188125
1983,repatrieringen,0,3,6,0.188125
1997,resehandlingar,0,3,6,0.188125
1979,restriktivare,0,3,6,0.188125
2011,restriktivare,0,3,6,0.188125
2014,restriktivare,0,3,6,0.188125
2018,restriktivare,0,3,6,0.188125
1989,riksråd,0,3,6,0.188125
2015,riksråd,0,3,6,0.188125
1961,ruist,0,3,6,0.188125
1951,röjda,0,3,6,0.188125
1969,röjda,0,3,6,0.188125
1990,samhällsgrupp,0,3,6,0.188125
2015,samhällsgrupp,0,3,6,0.188125
2016,samhällsgrupp,0,3,6,0.188125
2004,skenäktenskap,0,3,6,0.188125
2017,skenäktenskap,0,3,6,0.188125
1949,strukturell,0,3,6,0.188125
1997,svenskkunskaper,0,3,6,0.188125
2019,systemkollaps,0,3,6,0.188125
2011,särbehandlingen,0,3,6,0.188125
1959,tamas,0,3,6,0.188125
1953,tillhagen,0,3,6,0.188125
2007,tino,0,3,6,0.188125
1967,torbrand,0,3,6,0.188125
1950,transitvisum,0,3,6,0.188125
1961,transitvisum,0,3,6,0.188125
2016,utlänningen,0,3,6,0.188125
1971,utlänningsavdelning,0,3,6,0.188125
1977,utlänningsrotel,0,3,6,0.188125
2009,utomnordisk,0,3,6,0.188125
1988,utvandrar,0,3,6,0.188125
1972,viseringen,0,3,6,0.188125
1982,viseringen,0,3,6,0.188125
2000,visumansökan,0,3,6,0.188125
2004,visumansökningar,0,3,6,0.188125
1956,wager,0,3,6,0.188125
1961,wager,0,3,6,0.188125
1977,wager,0,3,6,0.188125
2008,wager,0,3,6,0.188125
1993,xenofobi,0,3,6,0.188125
1996,xenofobi,0,3,6,0.188125
1975,zigenarflickan,0,3,6,0.188125
1987,zigenarflickan,0,3,6,0.188125
1988,zigenarflickan,0,3,6,0.188125
1963,zigenarhövdingen,0,3,6,0.188125
1960,zigenarlägret,0,3,6,0.188125
1960,zigenerska,0,3,6,0.188125
2016,återsända,0,3,6,0.188125
1950,återsändandet,0,3,6,0.188125
1954,återsänts,0,3,6,0.188125
2012,östeuropeer,0,3,6,0.188125
2017,östeuropeer,0,3,6,0.188125
1991,överrepresentationen,0,3,6,0.188125
1993,överrepresentationen,0,3,6,0.188125
1996,iranier,0,25,123,0.188045112781955
1989,återvända,0,260,1373,0.188004338394794
2008,beviljas,0,31,155,0.187939393939394
1999,segregation,0,40,203,0.187840375586854
2019,avvisades,0,6,22,0.1878125
2012,blatte,0,6,22,0.1878125
1951,carlslund,0,6,22,0.1878125
2016,eu_migranterna,0,6,22,0.1878125
1977,folkgruppen,0,6,22,0.1878125
1946,förföljs,0,6,22,0.1878125
1988,förpassade,0,6,22,0.1878125
1963,förpassades,0,6,22,0.1878125
1993,förpassades,0,6,22,0.1878125
1998,förpassades,0,6,22,0.1878125
1948,georg_andersson,0,6,22,0.1878125
1976,georg_andersson,0,6,22,0.1878125
1989,gränskontroll,0,6,22,0.1878125
1987,hemspråkslärare,0,6,22,0.1878125
1998,humanare,0,6,22,0.1878125
1977,inhumana,0,6,22,0.1878125
2013,inhumana,0,6,22,0.1878125
1985,inkvarteras,0,6,22,0.1878125
1988,inkvarteras,0,6,22,0.1878125
1977,invandrarlag,0,6,22,0.1878125
1974,invandrarundervisningen,0,6,22,0.1878125
1971,iom,0,6,22,0.1878125
1949,kommissariatet,0,6,22,0.1878125
1953,massflykten,0,6,22,0.1878125
1982,minoritetsgrupper,0,6,22,0.1878125
1996,multikulturella,0,6,22,0.1878125
1973,mörkhyade,0,6,22,0.1878125
1989,nekas,0,6,22,0.1878125
1994,passpolisen,0,6,22,0.1878125
1990,segregerat,0,6,22,0.1878125
1980,strukturell,0,6,22,0.1878125
1980,särbehandlas,0,6,22,0.1878125
1952,tältläger,0,6,22,0.1878125
2015,underklass,0,6,22,0.1878125
2009,utrikes_födda,0,6,22,0.1878125
1995,verkställigheten,0,6,22,0.1878125
1996,visumansökningar,0,6,22,0.1878125
1986,östeuropeer,0,6,22,0.1878125
2001,boenden,0,9,38,0.187708333333333
1953,fördrivna,0,9,38,0.187708333333333
1968,getton,0,9,38,0.187708333333333
2011,humant,0,9,38,0.187708333333333
1992,kvoter,0,9,38,0.187708333333333
1992,människors_lika_värde,0,9,38,0.187708333333333
1991,nekades,0,9,38,0.187708333333333
1947,nykomna,0,9,38,0.187708333333333
1957,sjöbo,0,9,38,0.187708333333333
1987,särbehandlas,0,9,38,0.187708333333333
1975,ansöker,0,12,54,0.18765625
2000,förföljelsen,0,12,54,0.18765625
1999,homofobi,0,12,54,0.18765625
1978,sjöbo,0,12,54,0.18765625
2009,frivilligorganisationer,0,15,70,0.187625
1982,förläggning,0,15,70,0.187625
2000,humanitärt,0,15,70,0.187625
1989,permanent,0,112,587,0.187621440536013
2000,fördomarna,0,18,86,0.187604166666667
1957,generösare,0,21,102,0.187589285714286
2015,humanitärt,0,24,118,0.187578125
2016,humanitärt,0,27,134,0.187569444444444
1989,björn_weibo,0,36,182,0.187552083333333
1964,infödda,0,42,214,0.187544642857143
1990,beviljas,0,45,230,0.187541666666667
2007,ansöka,0,48,246,0.1875390625
1982,birgit_friggebo,0,90,470,0.187520833333333
2001,avslag,0,67,348,0.187178770949721
1983,ansökte,0,26,129,0.187122302158273
1950,flytt,0,84,439,0.187104677060134
1974,mottagandet,0,23,113,0.187073170731707
2013,segregation,0,23,113,0.187073170731707
1981,folkgrupper,0,17,81,0.186923076923077
1967,humanitära,0,48,247,0.186809338521401
1983,friggebo,0,31,156,0.186807228915663
1991,vägrades,0,14,65,0.1868
1970,avvisades,0,53,274,0.186654929577465
1983,förföljelsen,0,11,49,0.186610169491525
1990,jan_o_karlsson,0,11,49,0.186610169491525
1953,repatrieringen,0,11,49,0.186610169491525
2008,ansöka,0,50,258,0.18660447761194
1973,infödda,0,22,108,0.186525423728814
1958,iom,0,22,108,0.186525423728814
1981,bosättning,0,19,92,0.186372549019608
2006,frivilligorganisationer,0,19,92,0.186372549019608
1987,utvisningar,0,19,92,0.186372549019608
1987,folkgruppen,0,8,33,0.186279069767442
2010,förföljelser,0,8,33,0.186279069767442
1991,gränskontrollen,0,8,33,0.186279069767442
2011,gränskontrollen,0,8,33,0.186279069767442
1963,integrera,0,8,33,0.186279069767442
1996,libanes,0,8,33,0.186279069767442
2000,multikulturella,0,8,33,0.186279069767442
1965,passpolisen,0,8,33,0.186279069767442
1990,tidsbegränsade,0,8,33,0.186279069767442
1979,trakasseras,0,8,33,0.186279069767442
1955,trosbekännelse,0,8,33,0.186279069767442
2009,tältläger,0,8,33,0.186279069767442
1976,handläggare,0,16,76,0.186162790697674
1998,nekades,0,16,76,0.186162790697674
1968,sjöbo,0,16,76,0.186162790697674
1970,flyktingläger,0,32,162,0.186104651162791
2005,fnbarnkonvention,0,13,60,0.185857142857143
1950,humant,0,13,60,0.185857142857143
2005,utlänning,0,13,60,0.185857142857143
1990,handläggare,0,34,173,0.185846994535519
2007,utanförskap,0,70,367,0.185702917771883
2012,handläggare,0,36,184,0.185618556701031
1974,andra_klassens_medborgare,0,5,17,0.185555555555556
2002,anita_gradin,0,5,17,0.185555555555556
1988,berit_rollen,0,5,17,0.185555555555556
2018,boendena,0,5,17,0.185555555555556
2009,dimitri,0,5,17,0.185555555555556
1992,diskriminerad,0,5,17,0.185555555555556
1993,euland,0,5,17,0.185555555555556
1979,flyktinghjälpen,0,5,17,0.185555555555556
1958,flyktinglägret,0,5,17,0.185555555555556
2004,flyktingströmmar,0,5,17,0.185555555555556
1958,förföljas,0,5,17,0.185555555555556
1962,förföljts,0,5,17,0.185555555555556
2005,förläggning,0,5,17,0.185555555555556
1997,förvisas,0,5,17,0.185555555555556
2008,förvisas,0,5,17,0.185555555555556
2006,handläggningstider,0,5,17,0.185555555555556
1987,hemspråksundervisningen,0,5,17,0.185555555555556
2015,hessle,0,5,17,0.185555555555556
2013,identitetshandlingar,0,5,17,0.185555555555556
1956,immigrationen,0,5,17,0.185555555555556
1968,inhumant,0,5,17,0.185555555555556
2007,inreseförbud,0,5,17,0.185555555555556
2010,inreseförbud,0,5,17,0.185555555555556
1994,invandrarkvinnor,0,5,17,0.185555555555556
2019,invandringskritiska,0,5,17,0.185555555555556
1968,latinamerikaner,0,5,17,0.185555555555556
1985,massflykt,0,5,17,0.185555555555556
2013,migrationsöverenskommelsen,0,5,17,0.185555555555556
1997,mångetniska,0,5,17,0.185555555555556
2005,passkontroll,0,5,17,0.185555555555556
1967,restriktivare,0,5,17,0.185555555555556
1981,restriktivare,0,5,17,0.185555555555556
1955,samhällsgrupp,0,5,17,0.185555555555556
1996,samhällsgrupp,0,5,17,0.185555555555556
1945,statslöse,0,5,17,0.185555555555556
1987,svenskfödda,0,5,17,0.185555555555556
1998,särbehandla,0,5,17,0.185555555555556
1958,tillhörighet,0,5,17,0.185555555555556
1963,trakasseras,0,5,17,0.185555555555556
2017,traumatiska_upplevelser,0,5,17,0.185555555555556
1945,ursprungsland,0,5,17,0.185555555555556
1986,ursprungsland,0,5,17,0.185555555555556
2008,utanförskapets,0,5,17,0.185555555555556
1956,utlän,0,5,17,0.185555555555556
1985,verkställigheten,0,5,17,0.185555555555556
2009,välgrundad,0,5,17,0.185555555555556
1987,östeuropeer,0,5,17,0.185555555555556
2014,generös,0,79,416,0.185469483568075
2002,flyktingläger,0,61,319,0.185440729483283
2009,handläggningstider,0,10,44,0.18537037037037
2002,humanitet,0,10,44,0.18537037037037
2000,identitetshandlingar,0,10,44,0.18537037037037
1977,passkontrollen,0,10,44,0.18537037037037
1947,utblottade,0,10,44,0.18537037037037
2014,återvända,0,154,821,0.185330926594464
1962,sjöbo,0,15,71,0.185308641975309
2000,frivilligorganisationer,0,20,98,0.185277777777778
1983,vägrats,0,20,98,0.185277777777778
1979,mottagandet,0,25,125,0.185259259259259
2003,vistats,0,22,109,0.184957983193277
2015,utrikes_födda,0,34,174,0.184836956521739
2001,tillfälliga,0,90,477,0.18482546201232
1974,iom,0,12,55,0.184769230769231
2003,wadstein,0,12,55,0.184769230769231
1984,iranier,0,94,499,0.184695481335953
2005,återvända,0,161,862,0.184644495412844
2016,generös,0,79,418,0.184602803738318
1995,flyktinglägren,0,19,93,0.184563106796117
1997,avvisad,0,7,28,0.184473684210526
2004,bosätter,0,7,28,0.184473684210526
1987,chilener,0,7,28,0.184473684210526
1959,förföljelsen,0,7,28,0.184473684210526
2011,förföljs,0,7,28,0.184473684210526
2004,förföljts,0,7,28,0.184473684210526
1992,humanare,0,7,28,0.184473684210526
1983,jan_o_karlsson,0,7,28,0.184473684210526
1963,tältläger,0,7,28,0.184473684210526
1999,utanförskapets,0,7,28,0.184473684210526
2016,utlänning,0,7,28,0.184473684210526
2017,utomeuropeiska,0,7,28,0.184473684210526
1974,utvisningarna,0,7,28,0.184473684210526
1962,avvisats,0,26,131,0.184468085106383
2018,humanitärt,0,14,66,0.184342105263158
2000,kulturkrockar,0,14,66,0.184342105263158
1967,kvoten,0,14,66,0.184342105263158
1960,utvandrare,0,14,66,0.184342105263158
1998,avvisades,0,28,142,0.184276315789474
2016,hbtqpersoner,0,35,180,0.184263157894737
1978,permanent,0,74,392,0.18410447761194
1997,utlänning,0,23,115,0.18408
2004,vistats,0,23,115,0.18408
1959,iom,0,16,77,0.184022988505747
2003,människors_lika_värde,0,16,77,0.184022988505747
2009,restriktiv,0,16,77,0.184022988505747
1971,ansöka,0,25,126,0.183897058823529
1954,avvisats,0,25,126,0.183897058823529
2015,överfulla,0,25,126,0.183897058823529
2013,folkgruppen,0,9,39,0.183877551020408
2002,gränskontrollen,0,9,39,0.183877551020408
2008,handläggarna,0,9,39,0.183877551020408
1990,latinamerikaner,0,9,39,0.183877551020408
2011,sjöbo,0,9,39,0.183877551020408
1947,tattare,0,9,39,0.183877551020408
2005,ursprungsland,0,9,39,0.183877551020408
1994,överrepresentation,0,9,39,0.183877551020408
2008,handläggare,0,50,262,0.183860294117647
2012,nekades,0,18,88,0.183775510204082
2007,illegala,0,90,480,0.18369387755102
1984,återvända,0,260,1406,0.183622881355932
1953,avvisad,0,11,50,0.1835
1945,iom,0,11,50,0.1835
2012,sexism,0,11,50,0.1835
1976,särbehandling,0,11,50,0.1835
1989,weibo,0,11,50,0.1835
1962,ansöka,0,24,121,0.183282442748092
1947,human,0,24,121,0.183282442748092
1991,iranier,0,24,121,0.183282442748092
1984,mottagandet,0,24,121,0.183282442748092
2004,kvoten,0,13,61,0.183239436619718
2008,vistats,0,13,61,0.183239436619718
1960,ögonsjuka,0,13,61,0.183239436619718
1992,iranier,0,26,132,0.183169014084507
1987,humanitet,0,15,72,0.183048780487805
1983,avhoppare,0,17,83,0.182903225806452
1992,ansöka,0,49,258,0.182873134328358
1996,illegala,0,87,466,0.182794117647059
2013,flyr,0,70,373,0.182793733681462
1949,vägrats,0,19,94,0.182788461538462
1968,flytt,0,93,499,0.182730844793713
2000,maktmusik,0,21,105,0.182695652173913
1969,permanent,0,137,740,0.18268
1980,utlänning,0,44,231,0.182614107883817
1982,andra_klassens_medborgare,0,4,12,0.182272727272727
1963,apatiskt,0,4,12,0.182272727272727
2008,arlandapolisen,0,4,12,0.182272727272727
1992,berit_rollen,0,4,12,0.182272727272727
2016,bosnierna,0,4,12,0.182272727272727
1961,carlslund,0,4,12,0.182272727272727
1996,dagersättning,0,4,12,0.182272727272727
2010,deportation,0,4,12,0.182272727272727
1967,desertering,0,4,12,0.182272727272727
2013,desertörer,0,4,12,0.182272727272727
2011,farhad,0,4,12,0.182272727272727
1970,fientligheten,0,4,12,0.182272727272727
1976,fientligheten,0,4,12,0.182272727272727
1995,fientligheten,0,4,12,0.182272727272727
1980,flyktinghjälp,0,4,12,0.182272727272727
1996,flyktingkatastrof,0,4,12,0.182272727272727
1959,flyktingminister,0,4,12,0.182272727272727
1986,fn_konventionen,0,4,12,0.182272727272727
2012,fntortyrkommitte,0,4,12,0.182272727272727
1961,folkgruppen,0,4,12,0.182272727272727
1993,folkvandringar,0,4,12,0.182272727272727
1984,fördrivna,0,4,12,0.182272727272727
1949,förföljas,0,4,12,0.182272727272727
2010,förläggning,0,4,12,0.182272727272727
2006,förpassats,0,4,12,0.182272727272727
1973,gränskontrollen,0,4,12,0.182272727272727
1950,gränspolis,0,4,12,0.182272727272727
1973,gränspolis,0,4,12,0.182272727272727
1998,gränspolis,0,4,12,0.182272727272727
2002,gränspoliser,0,4,12,0.182272727272727
1973,hemländerna,0,4,12,0.182272727272727
2009,hemländerna,0,4,12,0.182272727272727
1994,hemspråkslärare,0,4,12,0.182272727272727
1996,hemspråkslärare,0,4,12,0.182272727272727
1972,inflödet,0,4,12,0.182272727272727
1984,inhuman,0,4,12,0.182272727272727
1964,inhumana,0,4,12,0.182272727272727
1996,invandrarbarnen,0,4,12,0.182272727272727
1984,invandrarbarnens,0,4,12,0.182272727272727
1991,invandrarkvinnor,0,4,12,0.182272727272727
2006,invandrartjejer,0,4,12,0.182272727272727
1978,invandrarundervisningen,0,4,12,0.182272727272727
1980,iro,0,4,12,0.182272727272727
2002,jugoslaver,0,4,12,0.182272727272727
1987,kulturkrockar,0,4,12,0.182272727272727
1947,kvotsystemet,0,4,12,0.182272727272727
1974,latinamerikaner,0,4,12,0.182272727272727
1996,latinamerikaner,0,4,12,0.182272727272727
1946,lempert,0,4,12,0.182272727272727
1987,lempert,0,4,12,0.182272727272727
1948,minoritetsgrupper,0,4,12,0.182272727272727
1980,nykomna,0,4,12,0.182272727272727
2004,olika_etniska_grupper,0,4,12,0.182272727272727
2005,olika_etniska_grupper,0,4,12,0.182272727272727
1947,passkontroll,0,4,12,0.182272727272727
1993,passkontroll,0,4,12,0.182272727272727
2017,passkontroll,0,4,12,0.182272727272727
1970,restriktivare,0,4,12,0.182272727272727
1973,romani,0,4,12,0.182272727272727
1952,ruist,0,4,12,0.182272727272727
1979,rumi,0,4,12,0.182272727272727
1981,samhällsgrupp,0,4,12,0.182272727272727
2001,terroristlagen,0,4,12,0.182272727272727
2010,traumatiska_upplevelser,0,4,12,0.182272727272727
2014,trosbekännelse,0,4,12,0.182272727272727
1972,ursprungsland,0,4,12,0.182272727272727
2005,ursprungslandet,0,4,12,0.182272727272727
2019,utlänning,0,4,12,0.182272727272727
1991,utlänningsrotel,0,4,12,0.182272727272727
2001,utvisat,0,4,12,0.182272727272727
2016,verkställigheten,0,4,12,0.182272727272727
1996,östeuropeer,0,4,12,0.182272727272727
1994,medborgare,0,442,2415,0.182272164948454
2017,avvisats,0,6,23,0.182121212121212
2006,bosätter,0,6,23,0.182121212121212
1992,deportation,0,6,23,0.182121212121212
1958,flyktinghjälpen,0,6,23,0.182121212121212
2015,folkvandringar,0,6,23,0.182121212121212
1973,förpassats,0,6,23,0.182121212121212
2004,getton,0,6,23,0.182121212121212
2010,gränskontrollen,0,6,23,0.182121212121212
2003,humanare,0,6,23,0.182121212121212
2005,inflödet,0,6,23,0.182121212121212
1946,iro,0,6,23,0.182121212121212
1986,passkontroll,0,6,23,0.182121212121212
1950,repatrieringen,0,6,23,0.182121212121212
2009,struwe,0,6,23,0.182121212121212
1975,tidsbegränsade,0,6,23,0.182121212121212
1960,tillhörighet,0,6,23,0.182121212121212
1979,trosbekännelse,0,6,23,0.182121212121212
2007,ursprungsland,0,6,23,0.182121212121212
1959,ursprungslandet,0,6,23,0.182121212121212
1997,ursprungslandet,0,6,23,0.182121212121212
2019,utomeuropeiska,0,6,23,0.182121212121212
1995,utvandrat,0,6,23,0.182121212121212
1950,utvisat,0,6,23,0.182121212121212
1972,värnpliktsvägrare,0,6,23,0.182121212121212
2017,generös,0,71,380,0.182076923076923
1969,anita_gradin,0,8,34,0.182045454545455
1987,avvisad,0,8,34,0.182045454545455
2008,avvisats,0,8,34,0.182045454545455
1955,bosätter,0,8,34,0.182045454545455
1947,flyktinglägren,0,8,34,0.182045454545455
1986,förvägras,0,8,34,0.182045454545455
1989,missaktning,0,8,34,0.182045454545455
2017,schengen,0,8,34,0.182045454545455
1953,utvandrare,0,8,34,0.182045454545455
1979,överrepresenterade,0,8,34,0.182045454545455
2011,bidragsberoende,0,10,45,0.182
2014,fördomarna,0,10,45,0.182
1945,förpassades,0,10,45,0.182
1962,utvisningarna,0,10,45,0.182
2007,verkställas,0,10,45,0.182
1992,folkgruppen,0,12,56,0.181969696969697
2011,frivilligorganisationer,0,12,56,0.181969696969697
1965,förföljelsen,0,12,56,0.181969696969697
1951,iom,0,12,56,0.181969696969697
2015,tillströmningen,0,12,56,0.181969696969697
1981,sjöbo,0,14,67,0.181948051948052
1975,förföljelsen,0,16,78,0.181931818181818
1950,iom,0,16,78,0.181931818181818
2016,schengen,0,16,78,0.181931818181818
2001,integreras,0,18,89,0.181919191919192
1962,human,0,20,100,0.181909090909091
1973,ansöka,0,22,111,0.181900826446281
1963,härkomst,0,22,111,0.181900826446281
1978,återvända,0,229,1249,0.181898332009531
1978,flyktingläger,0,30,155,0.181878787878788
1949,mottagandet,0,34,177,0.181871657754011
1993,generös,0,60,320,0.181848484848485
1956,infödda,0,62,331,0.181847507331378
2016,humanitära,0,72,386,0.181843434343434
1995,tillfälliga,0,110,595,0.181834710743802
2018,utrikes_födda,0,43,227,0.181476793248945
1986,ansökte,0,27,139,0.181275167785235
1958,avvisats,0,27,139,0.181275167785235
2014,hbtqpersoner,0,27,139,0.181275167785235
1965,human,0,25,128,0.181231884057971
2013,tillfälliga,0,81,437,0.181230425055928
1979,permanent,0,79,426,0.181215596330275
2016,återförenas,0,50,266,0.181195652173913
1960,human,0,23,117,0.181181102362205
2019,medborgare,0,193,1056,0.181060037523452
2003,avvisades,0,19,95,0.181047619047619
1990,libaneser,0,19,95,0.181047619047619
2011,tillfälliga,0,70,377,0.180904392764858
1990,flyr,0,83,449,0.180849673202614
1989,albons,0,15,73,0.180843373493976
1991,extremhögern,0,15,73,0.180843373493976
1985,legalt,0,15,73,0.180843373493976
2013,reglerad,0,15,73,0.180843373493976
1964,svenskfödda,0,15,73,0.180843373493976
2018,ansöker,0,30,156,0.18078313253012
1946,humant,0,13,62,0.180694444444444
1979,integrera,0,13,62,0.180694444444444
1992,lasermannens,0,13,62,0.180694444444444
2010,reglerad,0,13,62,0.180694444444444
1953,vägras,0,13,62,0.180694444444444
1987,handläggare,0,41,217,0.180660792951542
1987,humanitära,0,41,217,0.180660792951542
1978,flytt,0,93,505,0.180601941747573
2017,medborgare,0,415,2289,0.180517616354937
2016,hemland,0,74,400,0.180512195121951
1946,infödda,0,61,328,0.180502958579882
1990,arlandapolisen,0,11,51,0.180491803278689
2015,hatsajter,0,11,51,0.180491803278689
2019,nolltolerans,0,11,51,0.180491803278689
2012,rättschef,0,11,51,0.180491803278689
1990,utanförskap,0,11,51,0.180491803278689
1991,flytt,0,125,683,0.18038961038961
2002,euland,0,33,173,0.180382513661202
1948,avvisades,0,31,162,0.180290697674419
1986,libaneser,0,20,101,0.18027027027027
2001,utlänning,0,20,101,0.18027027027027
1958,avhopparna,0,9,40,0.1802
2018,fnbarnkonvention,0,9,40,0.1802
1967,hemlandets,0,9,40,0.1802
1983,hemländerna,0,9,40,0.1802
1996,humanare,0,9,40,0.1802
1980,utvisar,0,9,40,0.1802
1987,överrepresenterade,0,9,40,0.1802
1985,kvot,0,18,90,0.1801
1999,närområdet,0,18,90,0.1801
2014,människors_lika_värde,0,36,190,0.18005
1985,ansökte,0,25,129,0.179928057553957
2012,syrier,0,50,268,0.179892086330935
1973,härkomst,0,16,79,0.179887640449438
2010,människors_lika_värde,0,16,79,0.179887640449438
2005,verkställa,0,16,79,0.179887640449438
1973,flyktingläger,0,32,168,0.179831460674157
2005,humanitär,0,23,118,0.179765625
2004,fntortyrkommitte,0,7,29,0.17974358974359
1990,friggebo,0,7,29,0.17974358974359
1988,frivilligorganisationer,0,7,29,0.17974358974359
1951,förföljelserna,0,7,29,0.17974358974359
1995,förföljelserna,0,7,29,0.17974358974359
1989,förpassats,0,7,29,0.17974358974359
1968,gränsbevakningen,0,7,29,0.17974358974359
1972,hemlandets,0,7,29,0.17974358974359
1995,hemspråksundervisning,0,7,29,0.17974358974359
2009,inflödet,0,7,29,0.17974358974359
1948,iro,0,7,29,0.17974358974359
2016,legalt,0,7,29,0.17974358974359
1995,mörkhyade,0,7,29,0.17974358974359
1998,mörkhyade,0,7,29,0.17974358974359
1959,nykomna,0,7,29,0.17974358974359
1968,nynazism,0,7,29,0.17974358974359
1954,romani,0,7,29,0.17974358974359
2007,strukturell,0,7,29,0.17974358974359
1975,svenskfödda,0,7,29,0.17974358974359
1988,syrier,0,7,29,0.17974358974359
1981,utvisat,0,7,29,0.17974358974359
2013,weibo,0,7,29,0.17974358974359
1968,human,0,30,157,0.179700598802395
1969,vägrades,0,30,157,0.179700598802395
2006,restriktiv,0,14,68,0.179615384615385
1987,återvända,0,240,1328,0.179379671150972
1953,kvoten,0,19,96,0.179339622641509
1971,restriktiv,0,19,96,0.179339622641509
1945,återvända,0,498,2767,0.179333813467771
1952,infödda,0,64,347,0.179299719887955
1981,permanent,0,109,598,0.179292763157895
1954,bosättning,0,12,57,0.179253731343284
1967,nekades,0,12,57,0.179253731343284
1957,segregation,0,12,57,0.179253731343284
1954,sjöbo,0,12,57,0.179253731343284
1978,reglerad,0,24,124,0.179179104477612
1984,avhoppare,0,29,152,0.179074074074074
1986,ansöker,0,17,85,0.179052631578947
1972,infödda,0,17,85,0.179052631578947
1968,kvot,0,17,85,0.179052631578947
1981,vägrades,0,17,85,0.179052631578947
1985,vägrades,0,17,85,0.179052631578947
1994,illegala,0,87,476,0.1790329218107
1990,leif_blomberg,0,22,113,0.178943089430894
1991,berit_rollen,0,5,18,0.178928571428571
2013,bosättning,0,5,18,0.178928571428571
2003,demir,0,5,18,0.178928571428571
1949,flyktingbåt,0,5,18,0.178928571428571
1961,flyktinghjälp,0,5,18,0.178928571428571
1964,folkgruppen,0,5,18,0.178928571428571
2008,förföljts,0,5,18,0.178928571428571
2003,förpassades,0,5,18,0.178928571428571
1958,georg_andersson,0,5,18,0.178928571428571
2004,gränskontroll,0,5,18,0.178928571428571
1999,gränspolis,0,5,18,0.178928571428571
1993,hemlandets,0,5,18,0.178928571428571
1963,hessle,0,5,18,0.178928571428571
1970,inhuman,0,5,18,0.178928571428571
2007,integrering,0,5,18,0.178928571428571
1982,lööw,0,5,18,0.178928571428571
2014,missaktning,0,5,18,0.178928571428571
2018,multikulturella,0,5,18,0.178928571428571
1983,nykomna,0,5,18,0.178928571428571
2002,olika_etniska_grupper,0,5,18,0.178928571428571
1979,passkontroll,0,5,18,0.178928571428571
1976,restriktivare,0,5,18,0.178928571428571
2013,rmv,0,5,18,0.178928571428571
1967,samhällsgrupp,0,5,18,0.178928571428571
1957,samhällsorientering,0,5,18,0.178928571428571
1977,särbehandla,0,5,18,0.178928571428571
1979,särbehandla,0,5,18,0.178928571428571
2014,särbehandla,0,5,18,0.178928571428571
1971,tidsbegränsat,0,5,18,0.178928571428571
2008,transitland,0,5,18,0.178928571428571
2006,traumatiska_upplevelser,0,5,18,0.178928571428571
1972,tältläger,0,5,18,0.178928571428571
1988,ursprungsland,0,5,18,0.178928571428571
1992,ursprungsland,0,5,18,0.178928571428571
1997,utomeuropeiska,0,5,18,0.178928571428571
1958,utomnordiska,0,5,18,0.178928571428571
2018,utresa,0,5,18,0.178928571428571
1981,verkställigheten,0,5,18,0.178928571428571
2002,vägrats,0,5,18,0.178928571428571
2007,välgrundad,0,5,18,0.178928571428571
1999,arbetsmarknadsdepartementet,0,10,46,0.17875
1996,folkgruppen,0,10,46,0.17875
2001,humant,0,10,46,0.17875
2005,tältläger,0,10,46,0.17875
1981,utvisar,0,10,46,0.17875
2007,restriktiva,0,15,74,0.178690476190476
1966,härkomst,0,25,130,0.178642857142857
2014,nolltolerans,0,25,130,0.178642857142857
2015,handläggare,0,35,186,0.178622448979592
2008,utanförskap,0,75,410,0.178595238095238
1979,flytt,0,143,791,0.178539325842697
2014,flyr,0,101,556,0.178462897526502
1979,humanitära,0,38,203,0.178450704225352
1968,återvända,0,320,1784,0.178377926421405
1970,ansöka,0,23,119,0.178372093023256
1981,reglerad,0,18,91,0.178316831683168
