year,token,z,z_N,N,r
1955,fnflyktingorganisation,0,3,3,0.231538461538462
1979,fnflyktingorganisation,0,3,3,0.231538461538462
1985,fnflyktingorganisation,0,3,3,0.231538461538462
1987,fnflyktingorganisation,0,3,3,0.231538461538462
2008,fnflyktingorganisation,0,3,3,0.231538461538462
1975,fonseca,0,3,3,0.231538461538462
1985,fonseca,0,3,3,0.231538461538462
1991,fonseca,0,3,3,0.231538461538462
2004,fonseca,0,3,3,0.231538461538462
1965,fonsecas,0,3,3,0.231538461538462
2003,friggebo,0,3,3,0.231538461538462
2017,friggebo,0,3,3,0.231538461538462
2002,friggebos,0,3,3,0.231538461538462
1961,fristäder,0,3,3,0.231538461538462
1969,fristäder,0,3,3,0.231538461538462
1974,fristäder,0,3,3,0.231538461538462
1984,fristäder,0,3,3,0.231538461538462
2019,fristäder,0,3,3,0.231538461538462
1953,främlingsfientlig,0,3,3,0.231538461538462
1958,främlingsfientlig,0,3,3,0.231538461538462
1960,främlingsfientlig,0,3,3,0.231538461538462
1967,främlingsfientlig,0,3,3,0.231538461538462
1979,främlingsfientlig,0,3,3,0.231538461538462
1981,främlingsfientlig,0,3,3,0.231538461538462
1948,främlingsfientliga,0,3,3,0.231538461538462
1981,främlingsfientliga,0,3,3,0.231538461538462
1951,främlingsfientlighet,0,3,3,0.231538461538462
1963,främlingsfientlighet,0,3,3,0.231538461538462
1974,främlingsfientlighet,0,3,3,0.231538461538462
1981,främlingsfientlighet,0,3,3,0.231538461538462
1983,främlingsfientlighet,0,3,3,0.231538461538462
1984,främlingsfientlighet,0,3,3,0.231538461538462
1988,främlingsfientligt,0,3,3,0.231538461538462
1955,främlingshatet,0,3,3,0.231538461538462
1984,främlingshatet,0,3,3,0.231538461538462
2006,främlingshatet,0,3,3,0.231538461538462
2009,främlingshatet,0,3,3,0.231538461538462
2011,främlingshatet,0,3,3,0.231538461538462
1991,främlingspass,0,3,3,0.231538461538462
2002,främlingspass,0,3,3,0.231538461538462
2008,främlingspass,0,3,3,0.231538461538462
1985,främlingsrädsla,0,3,3,0.231538461538462
2007,främlingsrädsla,0,3,3,0.231538461538462
2012,främlingsrädsla,0,3,3,0.231538461538462
2013,främlingsrädsla,0,3,3,0.231538461538462
2017,främlingsrädsla,0,3,3,0.231538461538462
1990,främlingsrädslan,0,3,3,0.231538461538462
1995,främlingsrädslan,0,3,3,0.231538461538462
2004,främlingsrädslan,0,3,3,0.231538461538462
2008,främlingsrädslan,0,3,3,0.231538461538462
1989,förläggningens,0,3,3,0.231538461538462
1960,förläggningschef,0,3,3,0.231538461538462
1964,förläggningschef,0,3,3,0.231538461538462
2002,förläggningschef,0,3,3,0.231538461538462
1996,förläggningschefen,0,3,3,0.231538461538462
1950,förläggningsplatser,0,3,3,0.231538461538462
1986,förläggningsplatser,0,3,3,0.231538461538462
1988,förläggningsplatser,0,3,3,0.231538461538462
2001,förläggningsplatser,0,3,3,0.231538461538462
1954,förpassning,0,3,3,0.231538461538462
1955,förpassning,0,3,3,0.231538461538462
1957,förpassning,0,3,3,0.231538461538462
1986,förpassning,0,3,3,0.231538461538462
1993,förpassning,0,3,3,0.231538461538462
2000,förpassning,0,3,3,0.231538461538462
2002,förpassning,0,3,3,0.231538461538462
1947,förpassningen,0,3,3,0.231538461538462
1989,förpassningen,0,3,3,0.231538461538462
1990,förpassningen,0,3,3,0.231538461538462
1966,förpassningsbeslut,0,3,3,0.231538461538462
1987,förpassningsbeslut,0,3,3,0.231538461538462
1982,förpassningsbeslutet,0,3,3,0.231538461538462
1999,försörjningskrav,0,3,3,0.231538461538462
2017,försörjningskravet,0,3,3,0.231538461538462
1953,förvaret,0,3,3,0.231538461538462
1966,förvaret,0,3,3,0.231538461538462
1974,förvaret,0,3,3,0.231538461538462
1987,förvarstagande,0,3,3,0.231538461538462
2015,förvarstagna,0,3,3,0.231538461538462
1974,ganna,0,3,3,0.231538461538462
1980,genevekonventionens,0,3,3,0.231538461538462
1978,genomgångsläger,0,3,3,0.231538461538462
2004,genomgångsläger,0,3,3,0.231538461538462
1996,grupphem,0,3,3,0.231538461538462
1993,grupphemmet,0,3,3,0.231538461538462
1977,gränsbevakning,0,3,3,0.231538461538462
1980,gränskontroller,0,3,3,0.231538461538462
1966,gränskontrollerna,0,3,3,0.231538461538462
1963,gränspolisens,0,3,3,0.231538461538462
1984,gränspolisens,0,3,3,0.231538461538462
1992,gränspolisens,0,3,3,0.231538461538462
1993,gränspolisens,0,3,3,0.231538461538462
1996,gränspolisens,0,3,3,0.231538461538462
2001,gränspolisens,0,3,3,0.231538461538462
2008,gränspolisens,0,3,3,0.231538461538462
2011,gränspolisens,0,3,3,0.231538461538462
1982,gränspoliserna,0,3,3,0.231538461538462
2002,gränspoliserna,0,3,3,0.231538461538462
2017,gränspoliserna,0,3,3,0.231538461538462
2000,gästarbetarna,0,3,3,0.231538461538462
2007,gästarbetarna,0,3,3,0.231538461538462
2016,gästarbetarna,0,3,3,0.231538461538462
2018,gästarbetarna,0,3,3,0.231538461538462
1979,gästarbetarnas,0,3,3,0.231538461538462
1985,gästarbetarnas,0,3,3,0.231538461538462
2014,gästarbetarnas,0,3,3,0.231538461538462
1979,handläggningstid,0,3,3,0.231538461538462
1978,handläggningstiderna,0,3,3,0.231538461538462
2005,hemspråksundervisningen,0,3,3,0.231538461538462
1991,hocke,0,3,3,0.231538461538462
2002,högerpopulistisk,0,3,3,0.231538461538462
1960,icem,0,3,3,0.231538461538462
1973,icem,0,3,3,0.231538461538462
1994,idhandlingar,0,3,3,0.231538461538462
1999,idkontroller,0,3,3,0.231538461538462
2002,idkontroller,0,3,3,0.231538461538462
2008,idkontroller,0,3,3,0.231538461538462
2019,idkontrollerna,0,3,3,0.231538461538462
1978,ikc,0,3,3,0.231538461538462
1990,imamovic,0,3,3,0.231538461538462
1993,imamovic,0,3,3,0.231538461538462
2011,imamovic,0,3,3,0.231538461538462
1998,immigranterna,0,3,3,0.231538461538462
1957,immigranternas,0,3,3,0.231538461538462
1980,immigranternas,0,3,3,0.231538461538462
2016,immigranternas,0,3,3,0.231538461538462
1947,immigrationslagen,0,3,3,0.231538461538462
1951,immigrationslagen,0,3,3,0.231538461538462
1970,immigrationslagen,0,3,3,0.231538461538462
2013,immigrationsmyndigheterna,0,3,3,0.231538461538462
1945,immigrationspolitiken,0,3,3,0.231538461538462
1949,immigrationspolitiken,0,3,3,0.231538461538462
2002,immigrationspolitiken,0,3,3,0.231538461538462
2010,immigrationspolitiken,0,3,3,0.231538461538462
2015,immigrationspolitiken,0,3,3,0.231538461538462
2017,immigrationspolitiken,0,3,3,0.231538461538462
1994,inresan,0,3,3,0.231538461538462
2010,inresan,0,3,3,0.231538461538462
2018,inresan,0,3,3,0.231538461538462
1953,inrese,0,3,3,0.231538461538462
1955,inrese,0,3,3,0.231538461538462
1957,inrese,0,3,3,0.231538461538462
1964,inrese,0,3,3,0.231538461538462
1965,inrese,0,3,3,0.231538461538462
1978,inrese,0,3,3,0.231538461538462
1986,inrese,0,3,3,0.231538461538462
1974,inresor,0,3,3,0.231538461538462
1979,inresor,0,3,3,0.231538461538462
1947,integrationen,0,3,3,0.231538461538462
1987,integrations,0,3,3,0.231538461538462
2012,integrationsarbetet,0,3,3,0.231538461538462
2004,integrationsdebatten,0,3,3,0.231538461538462
1997,integrationsområdet,0,3,3,0.231538461538462
2005,integrationsområdet,0,3,3,0.231538461538462
2017,integrationsområdet,0,3,3,0.231538461538462
2019,integrationsområdet,0,3,3,0.231538461538462
1954,integrationspolitik,0,3,3,0.231538461538462
1955,integrationspolitik,0,3,3,0.231538461538462
1960,integrationspolitik,0,3,3,0.231538461538462
1963,integrationspolitik,0,3,3,0.231538461538462
1967,integrationspolitik,0,3,3,0.231538461538462
1992,integrationspolitik,0,3,3,0.231538461538462
1966,integrationspolitiken,0,3,3,0.231538461538462
1973,integrationspolitiken,0,3,3,0.231538461538462
1995,integrationspolitiken,0,3,3,0.231538461538462
1994,integrationspolitikens,0,3,3,0.231538461538462
2000,integrationspolitikens,0,3,3,0.231538461538462
2009,integrationspolitikens,0,3,3,0.231538461538462
2010,integrationspolitikens,0,3,3,0.231538461538462
2012,integrationspolitikens,0,3,3,0.231538461538462
2000,integrationspolitisk,0,3,3,0.231538461538462
2009,integrationspolitisk,0,3,3,0.231538461538462
1965,integrationsproblem,0,3,3,0.231538461538462
1967,integrationsproblem,0,3,3,0.231538461538462
1968,integrationsproblem,0,3,3,0.231538461538462
1967,integrationsproblemen,0,3,3,0.231538461538462
1971,integrationsproblemen,0,3,3,0.231538461538462
1998,integrationsproblemen,0,3,3,0.231538461538462
1999,integrationsproblemen,0,3,3,0.231538461538462
2009,integrationsproblemen,0,3,3,0.231538461538462
1974,integrationsprogram,0,3,3,0.231538461538462
1994,integrationsprogram,0,3,3,0.231538461538462
2008,integrationsprogram,0,3,3,0.231538461538462
2016,integrationsprogram,0,3,3,0.231538461538462
1962,integrationsverket,0,3,3,0.231538461538462
2010,integrationsverket,0,3,3,0.231538461538462
2013,integrationsverket,0,3,3,0.231538461538462
2005,introduktionsersättning,0,3,3,0.231538461538462
2010,introduktionsersättning,0,3,3,0.231538461538462
1971,invan,0,3,3,0.231538461538462
1989,invan,0,3,3,0.231538461538462
1955,invandra,0,3,3,0.231538461538462
1958,invandra,0,3,3,0.231538461538462
1966,invandrama,0,3,3,0.231538461538462
1967,invandrama,0,3,3,0.231538461538462
1971,invandrama,0,3,3,0.231538461538462
1975,invandrama,0,3,3,0.231538461538462
1982,invandrama,0,3,3,0.231538461538462
1984,invandrama,0,3,3,0.231538461538462
1989,invandrama,0,3,3,0.231538461538462
2004,invandrande,0,3,3,0.231538461538462
1954,invandrar,0,3,3,0.231538461538462
1956,invandrar,0,3,3,0.231538461538462
1964,invandrar,0,3,3,0.231538461538462
1980,invandrarbakgrund,0,3,3,0.231538461538462
2016,invandrarbarnen,0,3,3,0.231538461538462
1998,invandrarbarnens,0,3,3,0.231538461538462
1969,invandrarbyrån,0,3,3,0.231538461538462
1971,invandrarbyrån,0,3,3,0.231538461538462
1991,invandrarbyrån,0,3,3,0.231538461538462
1997,invandrarbyrån,0,3,3,0.231538461538462
1950,invandraren,0,3,3,0.231538461538462
1952,invandraren,0,3,3,0.231538461538462
1956,invandraren,0,3,3,0.231538461538462
1964,invandraren,0,3,3,0.231538461538462
1957,invandrarens,0,3,3,0.231538461538462
1996,invandrarens,0,3,3,0.231538461538462
2001,invandrarens,0,3,3,0.231538461538462
2016,invandrarens,0,3,3,0.231538461538462
2017,invandrarens,0,3,3,0.231538461538462
1948,invandrares,0,3,3,0.231538461538462
1988,invandrarfamiljer,0,3,3,0.231538461538462
2011,invandrarfamiljer,0,3,3,0.231538461538462
2014,invandrarfamiljer,0,3,3,0.231538461538462
2017,invandrarfamiljer,0,3,3,0.231538461538462
2004,invandrarfientlig,0,3,3,0.231538461538462
2007,invandrarfientlig,0,3,3,0.231538461538462
2017,invandrarfientlig,0,3,3,0.231538461538462
1978,invandrarfientliga,0,3,3,0.231538461538462
2017,invandrarfientlighet,0,3,3,0.231538461538462
2018,invandrarfientlighet,0,3,3,0.231538461538462
2004,invandrarfientligheten,0,3,3,0.231538461538462
2007,invandrarfientligheten,0,3,3,0.231538461538462
1988,invandrarfientligt,0,3,3,0.231538461538462
1996,invandrarfientligt,0,3,3,0.231538461538462
2003,invandrarfientligt,0,3,3,0.231538461538462
2005,invandrarfientligt,0,3,3,0.231538461538462
2012,invandrarfientligt,0,3,3,0.231538461538462
2015,invandrarfientligt,0,3,3,0.231538461538462
1986,invandrarforskning,0,3,3,0.231538461538462
1995,invandrarforskning,0,3,3,0.231538461538462
1998,invandrarforskning,0,3,3,0.231538461538462
2002,invandrarforskning,0,3,3,0.231538461538462
1975,invandrarfrågan,0,3,3,0.231538461538462
1976,invandrarfrågan,0,3,3,0.231538461538462
2017,invandrarfrågan,0,3,3,0.231538461538462
2011,invandrarfrågor,0,3,3,0.231538461538462
2012,invandrarfrågor,0,3,3,0.231538461538462
2015,invandrarfrågor,0,3,3,0.231538461538462
2016,invandrarfrågor,0,3,3,0.231538461538462
1984,invandrarfrågorna,0,3,3,0.231538461538462
2005,invandrarfrågorna,0,3,3,0.231538461538462
2009,invandrarfrågorna,0,3,3,0.231538461538462
1978,invandrarföreningar,0,3,3,0.231538461538462
1979,invandrarförvaltningen,0,3,3,0.231538461538462
1982,invandrarförvaltningen,0,3,3,0.231538461538462
1966,invandrargrupp,0,3,3,0.231538461538462
1969,invandrargrupp,0,3,3,0.231538461538462
1971,invandrargrupp,0,3,3,0.231538461538462
2002,invandrargrupp,0,3,3,0.231538461538462
2007,invandrargrupp,0,3,3,0.231538461538462
2014,invandrargrupp,0,3,3,0.231538461538462
1968,invandrargruppen,0,3,3,0.231538461538462
1991,invandrargruppen,0,3,3,0.231538461538462
2003,invandrargruppen,0,3,3,0.231538461538462
2004,invandrargruppen,0,3,3,0.231538461538462
2009,invandrargruppen,0,3,3,0.231538461538462
2017,invandrargruppen,0,3,3,0.231538461538462
1965,invandrargrupper,0,3,3,0.231538461538462
2004,invandrargrupperna,0,3,3,0.231538461538462
2007,invandrargrupperna,0,3,3,0.231538461538462
2012,invandrargrupperna,0,3,3,0.231538461538462
2013,invandrargrupperna,0,3,3,0.231538461538462
1996,invandrarhat,0,3,3,0.231538461538462
2002,invandrarhat,0,3,3,0.231538461538462
1983,invandrarhatet,0,3,3,0.231538461538462
2010,invandrarhatet,0,3,3,0.231538461538462
1993,invandrarkillar,0,3,3,0.231538461538462
2004,invandrarkvinna,0,3,3,0.231538461538462
2012,invandrarkvinna,0,3,3,0.231538461538462
2000,invandrarkvinnan,0,3,3,0.231538461538462
1973,invandrarkvinnorna,0,3,3,0.231538461538462
1996,invandrarkvinnorna,0,3,3,0.231538461538462
2005,invandrarland,0,3,3,0.231538461538462
2009,invandrarland,0,3,3,0.231538461538462
2004,invandrarminister,0,3,3,0.231538461538462
2008,invandrarminister,0,3,3,0.231538461538462
2010,invandrarminister,0,3,3,0.231538461538462
2011,invandrarminister,0,3,3,0.231538461538462
2013,invandrarminister,0,3,3,0.231538461538462
2012,invandrarministern,0,3,3,0.231538461538462
2016,invandrarministern,0,3,3,0.231538461538462
1976,invandrarministerns,0,3,3,0.231538461538462
1975,invandrarmyndigheterna,0,3,3,0.231538461538462
2002,invandrarmyndigheterna,0,3,3,0.231538461538462
1963,invandrarnas,0,3,3,0.231538461538462
1970,invandrarnämnden,0,3,3,0.231538461538462
1975,invandraroch,0,3,3,0.231538461538462
1977,invandraroch,0,3,3,0.231538461538462
1981,invandraroch,0,3,3,0.231538461538462
1989,invandraroch,0,3,3,0.231538461538462
1988,invandrarorganisationer,0,3,3,0.231538461538462
2009,invandrarorganisationer,0,3,3,0.231538461538462
1997,invandrarorganisationerna,0,3,3,0.231538461538462
2007,invandrarorganisationerna,0,3,3,0.231538461538462
1969,invandrarpolitik,0,3,3,0.231538461538462
2013,invandrarpolitik,0,3,3,0.231538461538462
2015,invandrarpolitik,0,3,3,0.231538461538462
2017,invandrarpolitik,0,3,3,0.231538461538462
1968,invandrarpolitiken,0,3,3,0.231538461538462
1973,invandrarpolitiken,0,3,3,0.231538461538462
2008,invandrarpolitiken,0,3,3,0.231538461538462
2010,invandrarpolitiken,0,3,3,0.231538461538462
2011,invandrarpolitiken,0,3,3,0.231538461538462
1983,invandrarpolitikens,0,3,3,0.231538461538462
1984,invandrarpolitikens,0,3,3,0.231538461538462
1993,invandrarpolitikens,0,3,3,0.231538461538462
1994,invandrarpolitikens,0,3,3,0.231538461538462
2000,invandrarpolitiska,0,3,3,0.231538461538462
1967,invandrarproblem,0,3,3,0.231538461538462
1968,invandrarproblem,0,3,3,0.231538461538462
1985,invandrarproblem,0,3,3,0.231538461538462
2009,invandrarproblem,0,3,3,0.231538461538462
1973,invandrartidningen,0,3,3,0.231538461538462
1981,invandrartidningen,0,3,3,0.231538461538462
1989,invandrartidningen,0,3,3,0.231538461538462
1991,invandrartidningen,0,3,3,0.231538461538462
2001,invandrartidningen,0,3,3,0.231538461538462
1993,invandrarutredningen,0,3,3,0.231538461538462
2009,invandrarutredningen,0,3,3,0.231538461538462
1999,invandrarverk,0,3,3,0.231538461538462
2007,invandrarverket,0,3,3,0.231538461538462
2014,invandrarverket,0,3,3,0.231538461538462
2003,invandrarverkets,0,3,3,0.231538461538462
2008,invandrarverkets,0,3,3,0.231538461538462
1946,invandringens,0,3,3,0.231538461538462
1951,invandringens,0,3,3,0.231538461538462
1957,invandringens,0,3,3,0.231538461538462
1985,invandringens,0,3,3,0.231538461538462
1954,invandrings,0,3,3,0.231538461538462
1980,invandrings,0,3,3,0.231538461538462
1981,invandringsfientliga,0,3,3,0.231538461538462
1991,invandringsfientliga,0,3,3,0.231538461538462
2000,invandringsfrågan,0,3,3,0.231538461538462
2003,invandringsfrågan,0,3,3,0.231538461538462
2005,invandringsfrågan,0,3,3,0.231538461538462
1970,invandringsfrågor,0,3,3,0.231538461538462
1989,invandringsfrågor,0,3,3,0.231538461538462
2012,invandringsfrågor,0,3,3,0.231538461538462
1947,invandringsland,0,3,3,0.231538461538462
1978,invandringsland,0,3,3,0.231538461538462
2002,invandringsland,0,3,3,0.231538461538462
2008,invandringsland,0,3,3,0.231538461538462
2010,invandringsland,0,3,3,0.231538461538462
2016,invandringsland,0,3,3,0.231538461538462
1949,invandringspolitik,0,3,3,0.231538461538462
1960,invandringspolitik,0,3,3,0.231538461538462
1961,invandringspolitik,0,3,3,0.231538461538462
1960,invandringspolitiken,0,3,3,0.231538461538462
1965,ivonne,0,3,3,0.231538461538462
1990,ivonne,0,3,3,0.231538461538462
1982,johanna_jönsson,0,3,3,0.231538461538462
1988,juan_fonseca,0,3,3,0.231538461538462
2009,juan_fonseca,0,3,3,0.231538461538462
2012,juan_fonseca,0,3,3,0.231538461538462
1945,kaldaras,0,3,3,0.231538461538462
1967,kaldaras,0,3,3,0.231538461538462
2015,kaldaras,0,3,3,0.231538461538462
2017,kaldaras,0,3,3,0.231538461538462
2009,kaldeer,0,3,3,0.231538461538462
1980,kamali,0,3,3,0.231538461538462
2011,kamali,0,3,3,0.231538461538462
2017,kamali,0,3,3,0.231538461538462
1998,kamalis,0,3,3,0.231538461538462
2000,kamalis,0,3,3,0.231538461538462
2002,kamalis,0,3,3,0.231538461538462
1972,kommissariatet,0,3,3,0.231538461538462
1982,kommissariatet,0,3,3,0.231538461538462
2002,kommunplacering,0,3,3,0.231538461538462
1994,kommunplatser,0,3,3,0.231538461538462
2009,kommunplatser,0,3,3,0.231538461538462
2013,kommunplatser,0,3,3,0.231538461538462
2004,konventionsflyktingar,0,3,3,0.231538461538462
2016,konventionsflyktingar,0,3,3,0.231538461538462
2018,konventionsflyktingar,0,3,3,0.231538461538462
1983,krigsflyktingar,0,3,3,0.231538461538462
2002,krigsflyktingar,0,3,3,0.231538461538462
2010,krigsflyktingar,0,3,3,0.231538461538462
2013,krigsflyktingar,0,3,3,0.231538461538462
1983,krigsvägrare,0,3,3,0.231538461538462
1985,krigsvägrare,0,3,3,0.231538461538462
1988,krigsvägrare,0,3,3,0.231538461538462
1998,krigsvägrare,0,3,3,0.231538461538462
1975,kwiek,0,3,3,0.231538461538462
2013,kwiek,0,3,3,0.231538461538462
2014,kwiek,0,3,3,0.231538461538462
2015,leif_blomberg,0,3,3,0.231538461538462
2016,leif_blomberg,0,3,3,0.231538461538462
1989,lena_häll_eriksson,0,3,3,0.231538461538462
2005,lofti,0,3,3,0.231538461538462
1950,lööws,0,3,3,0.231538461538462
1964,lööws,0,3,3,0.231538461538462
1984,lööws,0,3,3,0.231538461538462
1986,lööws,0,3,3,0.231538461538462
2000,lööws,0,3,3,0.231538461538462
2011,lööws,0,3,3,0.231538461538462
1975,majoritetsbefolkningen,0,3,3,0.231538461538462
1984,majoritetsbefolkningen,0,3,3,0.231538461538462
1995,majoritetssamhällets,0,3,3,0.231538461538462
1950,marcela,0,3,3,0.231538461538462
1973,marcela,0,3,3,0.231538461538462
2017,marcela,0,3,3,0.231538461538462
2019,masoud,0,3,3,0.231538461538462
1949,massinvandring,0,3,3,0.231538461538462
1959,massinvandring,0,3,3,0.231538461538462
1969,massinvandring,0,3,3,0.231538461538462
1970,massinvandring,0,3,3,0.231538461538462
1977,massinvandring,0,3,3,0.231538461538462
1981,massinvandring,0,3,3,0.231538461538462
1988,massinvandring,0,3,3,0.231538461538462
1994,massinvandring,0,3,3,0.231538461538462
2008,massinvandring,0,3,3,0.231538461538462
2005,massinvandringen,0,3,3,0.231538461538462
1959,massutvandring,0,3,3,0.231538461538462
1949,medborgarskapslag,0,3,3,0.231538461538462
1968,medborgarskapslag,0,3,3,0.231538461538462
1992,medborgarskapslag,0,3,3,0.231538461538462
2000,medborgarskapslag,0,3,3,0.231538461538462
2003,medborgarskapslag,0,3,3,0.231538461538462
1948,medborgarskapslagen,0,3,3,0.231538461538462
1971,medborgarskapslagen,0,3,3,0.231538461538462
1973,medborgarskapslagen,0,3,3,0.231538461538462
1987,medborgarskapslagen,0,3,3,0.231538461538462
1988,medborgarskapslagen,0,3,3,0.231538461538462
1990,medborgarskapslagen,0,3,3,0.231538461538462
2000,medborgarskapslagen,0,3,3,0.231538461538462
2013,mehrdad,0,3,3,0.231538461538462
1969,migra,0,3,3,0.231538461538462
2003,migra,0,3,3,0.231538461538462
1949,migrant,0,3,3,0.231538461538462
1978,migrant,0,3,3,0.231538461538462
1996,migrant,0,3,3,0.231538461538462
2003,migrant,0,3,3,0.231538461538462
2011,migrant,0,3,3,0.231538461538462
2012,migrant,0,3,3,0.231538461538462
1985,migrantarbetare,0,3,3,0.231538461538462
1998,migranter,0,3,3,0.231538461538462
1999,migranter,0,3,3,0.231538461538462
2012,migranternas,0,3,3,0.231538461538462
2011,migranters,0,3,3,0.231538461538462
1965,migration,0,3,3,0.231538461538462
1969,migration,0,3,3,0.231538461538462
1971,migration,0,3,3,0.231538461538462
1954,migrationen,0,3,3,0.231538461538462
1960,migrationen,0,3,3,0.231538461538462
1961,migrationen,0,3,3,0.231538461538462
1966,migrationen,0,3,3,0.231538461538462
1971,migrationen,0,3,3,0.231538461538462
1979,migrationen,0,3,3,0.231538461538462
1980,migrationen,0,3,3,0.231538461538462
1984,migrationen,0,3,3,0.231538461538462
2011,migrationens,0,3,3,0.231538461538462
1984,migrationsfrågor,0,3,3,0.231538461538462
1995,migrationsfrågor,0,3,3,0.231538461538462
1999,migrationsfrågor,0,3,3,0.231538461538462
2000,migrationsfrågorna,0,3,3,0.231538461538462
2006,migrationsfrågorna,0,3,3,0.231538461538462
2010,migrationsfrågorna,0,3,3,0.231538461538462
2001,migrationsområdet,0,3,3,0.231538461538462
2009,migrationsområdet,0,3,3,0.231538461538462
1995,migrationsorganisationen,0,3,3,0.231538461538462
2005,migrationsorganisationen,0,3,3,0.231538461538462
2010,migrationsorganisationen,0,3,3,0.231538461538462
1988,migrationspolitik,0,3,3,0.231538461538462
1991,migrationspolitik,0,3,3,0.231538461538462
1995,migrationspolitik,0,3,3,0.231538461538462
1997,migrationspolitiken,0,3,3,0.231538461538462
2004,migrationspolitiska,0,3,3,0.231538461538462
2002,migrationsöverdomstolen,0,3,3,0.231538461538462
2007,mikael_ribbenvik,0,3,3,0.231538461538462
1979,minoritetspolitik,0,3,3,0.231538461538462
1981,minoritetspolitik,0,3,3,0.231538461538462
1992,modulhus,0,3,3,0.231538461538462
2004,mohtadi,0,3,3,0.231538461538462
2011,mohtadi,0,3,3,0.231538461538462
1992,mottagningscenter,0,3,3,0.231538461538462
1996,mottagningscenter,0,3,3,0.231538461538462
1999,mottagningscenter,0,3,3,0.231538461538462
2009,mottagningscenter,0,3,3,0.231538461538462
1988,mottagningssystem,0,3,3,0.231538461538462
1994,mottagningssystem,0,3,3,0.231538461538462
2004,mottagningssystem,0,3,3,0.231538461538462
2010,mottagningssystem,0,3,3,0.231538461538462
1991,mottagningssystemet,0,3,3,0.231538461538462
2000,mottagningssystemet,0,3,3,0.231538461538462
2004,mottagningssystemet,0,3,3,0.231538461538462
2012,mottagningssystemet,0,3,3,0.231538461538462
1977,människosmugglare,0,3,3,0.231538461538462
1981,människosmugglare,0,3,3,0.231538461538462
1958,människosmugglarna,0,3,3,0.231538461538462
1981,människosmugglarna,0,3,3,0.231538461538462
1982,människosmugglarna,0,3,3,0.231538461538462
1983,människosmugglarna,0,3,3,0.231538461538462
1999,människosmugglarna,0,3,3,0.231538461538462
1963,människosmuggling,0,3,3,0.231538461538462
2001,nadina,0,3,3,0.231538461538462
2008,nadina,0,3,3,0.231538461538462
2018,nadina,0,3,3,0.231538461538462
1956,naturalisation,0,3,3,0.231538461538462
1964,naturalisation,0,3,3,0.231538461538462
1970,naturalisation,0,3,3,0.231538461538462
1978,naturalisation,0,3,3,0.231538461538462
2009,negerboll,0,3,3,0.231538461538462
1956,nima,0,3,3,0.231538461538462
1981,nima,0,3,3,0.231538461538462
2012,nogger,0,3,3,0.231538461538462
1987,noyan,0,3,3,0.231538461538462
2018,noyan,0,3,3,0.231538461538462
2001,nura,0,3,3,0.231538461538462
1995,nyamko,0,3,3,0.231538461538462
1957,nyanländ,0,3,3,0.231538461538462
1997,nyanländas,0,3,3,0.231538461538462
1971,nyinvandrade,0,3,3,0.231538461538462
1984,nyinvandrade,0,3,3,0.231538461538462
1989,nyinvandrade,0,3,3,0.231538461538462
2005,nyinvandrade,0,3,3,0.231538461538462
2012,nysvenskar,0,3,3,0.231538461538462
1953,palmlund,0,3,3,0.231538461538462
1973,palmlund,0,3,3,0.231538461538462
1990,palmlund,0,3,3,0.231538461538462
2007,palmlund,0,3,3,0.231538461538462
2015,palmlund,0,3,3,0.231538461538462
1970,palmlunds,0,3,3,0.231538461538462
1981,papperslösa,0,3,3,0.231538461538462
1986,papperslösa,0,3,3,0.231538461538462
1988,papperslösa,0,3,3,0.231538461538462
1991,papperslösa,0,3,3,0.231538461538462
2003,papperslösa,0,3,3,0.231538461538462
2016,papperslösas,0,3,3,0.231538461538462
1973,passhandlingar,0,3,3,0.231538461538462
1989,passhandlingar,0,3,3,0.231538461538462
1994,passhandlingar,0,3,3,0.231538461538462
1995,passhandlingar,0,3,3,0.231538461538462
1992,passkontroller,0,3,3,0.231538461538462
1952,pita,0,3,3,0.231538461538462
2007,pita,0,3,3,0.231538461538462
1974,ranland,0,3,3,0.231538461538462
1978,ranland,0,3,3,0.231538461538462
1980,ranland,0,3,3,0.231538461538462
2001,rasbråk,0,3,3,0.231538461538462
2000,rasifierade,0,3,3,0.231538461538462
1964,rasism,0,3,3,0.231538461538462
1962,rasismen,0,3,3,0.231538461538462
1966,rasist,0,3,3,0.231538461538462
2015,rasistdåd,0,3,3,0.231538461538462
2017,rasistdåd,0,3,3,0.231538461538462
1983,rasisten,0,3,3,0.231538461538462
2011,rasisten,0,3,3,0.231538461538462
1966,rasister,0,3,3,0.231538461538462
1968,rasisternas,0,3,3,0.231538461538462
2004,rasisternas,0,3,3,0.231538461538462
2009,rasisternas,0,3,3,0.231538461538462
2010,rasisternas,0,3,3,0.231538461538462
1965,rasistiska,0,3,3,0.231538461538462
1965,rasistiskt,0,3,3,0.231538461538462
1997,redemo,0,3,3,0.231538461538462
1997,refugees,0,3,3,0.231538461538462
2007,refugees,0,3,3,0.231538461538462
1973,rekryteringskontor,0,3,3,0.231538461538462
2011,rekryteringskontor,0,3,3,0.231538461538462
1976,repatriering,0,3,3,0.231538461538462
2018,repatriering,0,3,3,0.231538461538462
1991,resandefolket,0,3,3,0.231538461538462
2004,resandefolket,0,3,3,0.231538461538462
2019,resandefolket,0,3,3,0.231538461538462
1950,resedokument,0,3,3,0.231538461538462
1973,resedokument,0,3,3,0.231538461538462
